uuid;name;duration;size;video_quality;stream_link
d7f8504d-5017-40de-acdc-d9247c0e2167;LEMANOIRHANTE_SPOT_ENTER 30_16x9;30;39216303;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/d7f8504d-5017-40de-acdc-d9247c0e2167_lemanoirhante-spot-enter-30-16x9.mp4
2c2a78d3-ac6e-4cba-aff8-dd501339ce31;phpSzXZDJ;27;39262537;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/2c2a78d3-ac6e-4cba-aff8-dd501339ce31_phpszxzdj.mp4
b05052c9-67c6-4b2a-b898-749cd9fd1436;phpNRDg7k;30;39428065;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/b05052c9-67c6-4b2a-b898-749cd9fd1436_phpnrdg7k.mp4
92090e23-29e1-4390-aa7e-2eef411e407d;FRANCK_DEF_ELEC_16-9;20;39714840;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/92090e23-29e1-4390-aa7e-2eef411e407d_franck-def-elec-16-9.mp4
684104b4-00d3-4e85-8588-6223675a3b90;phpZvnaka;58;39759098;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/684104b4-00d3-4e85-8588-6223675a3b90_phpzvnaka.mp4
77224078-6208-4569-afba-2d3544c2a188;RENDAC_JOGGER_SEPT_TVC_TAG_GAMME_30s_220830_LOM2_QR_WEB - Source;30;39946004;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/77224078-6208-4569-afba-2d3544c2a188_rendac-jogger-sept-tvc-tag-gamme-30s-220830-lom2-qr-web-source.mp4
8ac96cbd-1799-4c13-8882-6fc4176f2526;RENDAC_JOGGER_SEPT_TVC_TAG_GAMME_30s_220830_LOM3_QR_WEB - Source;30;39975714;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/8ac96cbd-1799-4c13-8882-6fc4176f2526_rendac-jogger-sept-tvc-tag-gamme-30s-220830-lom3-qr-web-source.mp4
b47a231b-a379-4a79-944a-b316dcf4ea94;RENDAC_JOGGER_SEPT_TVC_TAG_GAMME_30s_220830_LOM1_QR_WEB - Source;30;39979158;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/b47a231b-a379-4a79-944a-b316dcf4ea94_rendac-jogger-sept-tvc-tag-gamme-30s-220830-lom1-qr-web-source.mp4
b75b0459-999f-4317-b0f9-4326cda53c68;BLEU_2022_INSTIT_16x9_30S_VO_28042022;30;40299795;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/b75b0459-999f-4317-b0f9-4326cda53c68_bleu-2022-instit-16x9-30s-vo-28042022.mp4
027405c5-271c-4b6d-810c-dd32a5e3d543;REN_DAC_Spring_30_TVC_FR_LOM1_220928;30;40581133;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/027405c5-271c-4b6d-810c-dd32a5e3d543_ren-dac-spring-30-tvc-fr-lom1-220928.mp4
23b871f5-e510-440f-b7dd-f2bff89162b1;REN_DAC_Spring_30_TVC_FR_LOM3_220928;30;40582520;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/23b871f5-e510-440f-b7dd-f2bff89162b1_ren-dac-spring-30-tvc-fr-lom3-220928.mp4
6a60bbc8-8de2-47a4-aa0d-c400a70819c1;REN_DAC_Spring_30_TVC_FR_LOM2_220928;30;40590702;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/6a60bbc8-8de2-47a4-aa0d-c400a70819c1_ren-dac-spring-30-tvc-fr-lom2-220928.mp4
7e23f7d2-5a69-4e76-983c-234c7323312c;#3Ligier Myli_Spot_20 sec_V4;20;40840830;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/7e23f7d2-5a69-4e76-983c-234c7323312c_3ligier-myli-spot-20-sec-v4.mp4
1a042006-5f9e-46a3-a4fb-8620907bcec5;#2Ligier Myli_Spot_20 sec_V4;20;40851521;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/1a042006-5f9e-46a3-a4fb-8620907bcec5_2ligier-myli-spot-20-sec-v4.mp4
4ee79bd4-20a0-4333-a48d-6a4c277a772b;2fac85af-fa94-470c-9942-2da628211ad5_phprqanjx 2HB;51;40855040;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/4ee79bd4-20a0-4333-a48d-6a4c277a772b_2fac85af-fa94-470c-9942-2da628211ad5-phprqanjx-2hb.mp4
dd3671c3-4972-4f15-ac38-50253b3c831f;VidÃ©o Laurent - source;19;41156375;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/dd3671c3-4972-4f15-ac38-50253b3c831f_video-laurent-source.mp4
da29625c-0849-47e7-a886-36a76a159406;phpLWiReH;31;41216376;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/da29625c-0849-47e7-a886-36a76a159406_phplwireh.mp4
065f0503-4dbf-4b5c-9f02-fe7f366c77cb;phpJtECBW;32;41600320;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/065f0503-4dbf-4b5c-9f02-fe7f366c77cb_phpjtecbw.mp4
ffdbfdb1-ec48-45e3-9c3c-73497d2f8736;phpYSTHkq;20;42017678;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/ffdbfdb1-ec48-45e3-9c3c-73497d2f8736_phpysthkq.mp4
a695c52b-0ca3-492e-a7f0-066ff1ad548c;phpWL51cM;32;42367117;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/a695c52b-0ca3-492e-a7f0-066ff1ad548c_phpwl51cm.mp4
5a967165-919c-47b6-bb2e-fd92d7518d21;INTERMARCHE_QUESTIONS_30s_V1_220202_MASTER_TV;30;42430026;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/5a967165-919c-47b6-bb2e-fd92d7518d21_intermarche-questions-30s-v1-220202-master-tv.mp4
98193fe7-b765-4dd4-ba93-25b75d718adb;5a967165-919c-47b6-bb2e-fd92d7518d21_intermarche-questions-30s-v1-220202-master-tv;30;42430026;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/98193fe7-b765-4dd4-ba93-25b75d718adb_5a967165-919c-47b6-bb2e-fd92d7518d21-intermarche-questions-30s-v1-220202-master-tv.mp4
6baa034e-f841-4359-9dd4-d37ffbdb2bf4;bonobo_pe22_anim2_16_9Original_1920x1080_AACAudio_5867;57;42554428;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-staging/6baa034e-f841-4359-9dd4-d37ffbdb2bf4_bonobo-pe22-anim2-16-9original-1920x1080-aacaudio-5867-1.mp4
c4a84026-1f9e-460b-a814-321260655851;phpRzkGs5;42;42588228;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/c4a84026-1f9e-460b-a814-321260655851_phprzkgs5.mp4
2bb842cc-2963-4981-8e46-5561d16911e5;y2matecom-PresentationCliniquedesChampsElyseesLille_1080pFHR;60;42594070;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/2bb842cc-2963-4981-8e46-5561d16911e5_y2matecom-presentationcliniquedeschampselyseeslille-1080pfhr.mp4
e4842f32-a53a-4b25-a973-fd2140b79b93;phpIN5Ahh;33;42657324;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/e4842f32-a53a-4b25-a973-fd2140b79b93_phpin5ahh.mp4
dc5f7cd0-374e-4000-93a9-f145782ba5c3;PublicitCroquetonParc;44;42960583;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-staging/dc5f7cd0-374e-4000-93a9-f145782ba5c3_publicitcroquetonparc.mp4
9ad8318c-9a4d-4c82-9e28-287fcefbea99;phplgV3bQ;34;43602669;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/9ad8318c-9a4d-4c82-9e28-287fcefbea99_phplgv3bq.mp4
5e4d881b-921b-4653-afe2-465eda051c71;phpXxzXGB;34;43969756;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/5e4d881b-921b-4653-afe2-465eda051c71_phpxxzxgb.mp4
337016e4-1150-4204-9296-d48c38e600d2;Sisleya_Awards_HOR_15s_FR;15;44008740;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/337016e4-1150-4204-9296-d48c38e600d2_sisleya-awards-hor-15s-fr-1.mp4
c9e90da7-5a9d-4fcb-998b-5cb616dc0bf1;phpJGH7wC;34;44281562;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/c9e90da7-5a9d-4fcb-998b-5cb616dc0bf1_phpjgh7wc.mp4
186ab58f-bbd4-4b84-ab36-707fb406c348;phpKtafYm;34;44504321;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/186ab58f-bbd4-4b84-ab36-707fb406c348_phpktafym.mp4
a66762cd-d876-4a11-82ca-0229a976471d;VOL_FIXE_30s_SKIP_ST;30;44567086;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/a66762cd-d876-4a11-82ca-0229a976471d_vol-fixe-30s-skip-st.mp4
e0b40cb0-e2ba-45cd-ae2a-519d402c96f2;CD~lefigaro.fr-B_sans PO_LG~FR_CA~None_SZ~15_1920x1080_PR~Peugeot-3008_FM~Video_FF~632414;15;44646037;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/e0b40cb0-e2ba-45cd-ae2a-519d402c96f2_cd-lefigaro-fr-b-sans-po-lg-fr-ca-none-sz-15-1920x1080-pr-peugeot-3008-fm-video-ff-632414.mp4
2a464097-1aca-4a71-a10a-6f1c1f5685ac;VOL_FIXE_30s_nonSKIP_ST;30;44649045;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/2a464097-1aca-4a71-a10a-6f1c1f5685ac_vol-fixe-30s-nonskip-st.mp4
e186330c-ba95-4e34-bf08-a860b7542e51;CD~lefigaro.fr-C_sans PO_LG~FR_CA~None_SZ~15_1920x1080_PR~Peugeot-3008_FM~Video_FF~632415;15;44660917;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/e186330c-ba95-4e34-bf08-a860b7542e51_cd-lefigaro-fr-c-sans-po-lg-fr-ca-none-sz-15-1920x1080-pr-peugeot-3008-fm-video-ff-632415.mp4
f5cb2cfc-0beb-4d8f-925e-f7278e8fc11c;CD~lefigaro.fr-A_sans PO_LG~FR_CA~None_SZ~15_1920x1080_PR~Peugeot-3008_FM~Video_FF~632413;15;44660925;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/f5cb2cfc-0beb-4d8f-925e-f7278e8fc11c_cd-lefigaro-fr-a-sans-po-lg-fr-ca-none-sz-15-1920x1080-pr-peugeot-3008-fm-video-ff-632413.mp4
498617e0-768e-45a8-9d61-301ec2a45844;phpchtmDq;24;45255497;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/498617e0-768e-45a8-9d61-301ec2a45844_phpchtmdq.mp4
d2735fe5-f6cd-4534-b44a-2455da8b1a14;SplashrGE;19;45533095;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/d2735fe5-f6cd-4534-b44a-2455da8b1a14_splashrge.mp4
068bcdde-c6c0-42c2-9979-6ea2bc1a585b;phpC2OgnM;35;46594109;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/068bcdde-c6c0-42c2-9979-6ea2bc1a585b_phpc2ognm.mp4
ba47772e-4d99-4d08-a4c0-d92fa0876ce9;V14_SHORTCUT_4_SUB.16_LowRes;30;46604213;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/ba47772e-4d99-4d08-a4c0-d92fa0876ce9_v14-shortcut-4-sub-16-lowres.mp4
e29517c6-0c13-4e58-b6fa-244866f8c1e3;30s_35942_NISSAN_Coivoiturage_30s;30;46876710;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/e29517c6-0c13-4e58-b6fa-244866f8c1e3_30s-35942-nissan-coivoiturage-30s.mp4
cb733b02-f526-420f-8c43-f0607518f787;phpdhjXEl;30;47056187;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/cb733b02-f526-420f-8c43-f0607518f787_phpdhjxel.mp4
3afef2e0-1eab-45bf-98d8-cea1a5440fc0;La Course de La DiversiteÌ;37;47877557;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/3afef2e0-1eab-45bf-98d8-cea1a5440fc0_la-course-de-la-diversite.mp4
852534e3-3b90-4603-9791-45528d44b491;LOTO_15s_TABLEAU_TV_VEN13_20230914_Petit_Bandeau_WEB;15;49175416;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/852534e3-3b90-4603-9791-45528d44b491_loto-15s-tableau-tv-ven13-20230914-petit-bandeau-web.mp4
491313f5-687c-48f1-b989-98b28f4fe937;phpppdZFi;23;49318720;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/491313f5-687c-48f1-b989-98b28f4fe937_phpppdzfi.mp4
dd3fb218-cd84-484d-8bce-29e54a5dd49f;phpKjvYMC;38;49658916;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/dd3fb218-cd84-484d-8bce-29e54a5dd49f_phpkjvymc.mp4
e217bc6b-669c-4eb2-b37a-dd66935c79aa;LOTO_15s_VOITURE_TV_VEN13_20230914_Petit_Bandeau_WEB;15;49839635;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/e217bc6b-669c-4eb2-b37a-dd66935c79aa_loto-15s-voiture-tv-ven13-20230914-petit-bandeau-web.mp4
fc003750-a367-4f58-9c0b-fc0608f6a6dd;Reel Insta Tech&Co Interview Laurent â€ RÃ©alisÃ©e avec Clipchamp;29;50174725;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/fc003750-a367-4f58-9c0b-fc0608f6a6dd_reel-insta-tech-co-interview-laurent-realisee-avec-clipchamp.mp4
dbe8e956-5058-4113-a4f4-a01530ea9e71;1280x720_MAX_4-lardons-30s-169_MSD-SonWEB_NRJ Orange Perf Garantie Dailymotion;30;50553029;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/dbe8e956-5058-4113-a4f4-a01530ea9e71_1280x720-max-4-lardons-30s-169-msd-sonweb-nrj-orange-perf-garantie-dailymotion-1.mp4
ce14a1cb-efa6-45c7-b7c9-35d412fd317f;MAGALIE_ELECTRIFICATION_16-9;24;50566574;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/ce14a1cb-efa6-45c7-b7c9-35d412fd317f_magalie-electrification-16-9.mp4
477cc681-82d0-46b1-82d6-0df5f7981f9c;France_LeFigaro_Video_Preroll_30s_1280x720_FR;30;50659414;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/477cc681-82d0-46b1-82d6-0df5f7981f9c_france-lefigaro-video-preroll-30s-1280x720-fr.mp4
5a4e174c-6152-4fb2-85b5-ea2a64ff36e1;1280x720_MAX_4-lardons-30s-169_MSB-SonWEB_NRJ Orange Perf Garantie Dailymotion;30;50775046;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/5a4e174c-6152-4fb2-85b5-ea2a64ff36e1_1280x720-max-4-lardons-30s-169-msb-sonweb-nrj-orange-perf-garantie-dailymotion-1.mp4
c832f001-14bb-48e7-9b4b-974a56c9a7d2;phpGhFaKb;39;50852058;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/c832f001-14bb-48e7-9b4b-974a56c9a7d2_phpghfakb.mp4
af8b689f-52d4-4b05-9107-9700c16dd77a;1280x720_MAX_4-lardons-30s-169_MSA-SonWEB_NRJ Orange Perf Garantie Dailymotion;30;50871411;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/af8b689f-52d4-4b05-9107-9700c16dd77a_1280x720-max-4-lardons-30s-169-msa-sonweb-nrj-orange-perf-garantie-dailymotion-2.mp4
7caf305e-0be5-48ab-b141-5b7d40e2fda3;LOTO_ALTICE_20s_TABLEAU_TV_VEN13_20230914_Pack_Jaune_5s;20;50899470;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/7caf305e-0be5-48ab-b141-5b7d40e2fda3_loto-altice-20s-tableau-tv-ven13-20230914-pack-jaune-5s.mp4
19835650-23c4-4b69-8f5e-5174711c27ae;LOTO_YOUTUBE_20s_VOITURE_TV_VEN13_20230914_Pack_Jaune_5s;20;50938738;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/19835650-23c4-4b69-8f5e-5174711c27ae_loto-youtube-20s-voiture-tv-ven13-20230914-pack-jaune-5s.mp4
11a068d5-96a1-4362-bc55-237103ff1369;1280x720_MAX_4-lardons-30s-169_MSC-SonWEB_NRJ Orange Perf Garantie Dailymotion;30;51010478;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/11a068d5-96a1-4362-bc55-237103ff1369_1280x720-max-4-lardons-30s-169-msc-sonweb-nrj-orange-perf-garantie-dailymotion-1.mp4
920c587d-f943-4a80-98fe-d9dd6aeec022;phpHHISZe;39;51138482;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/920c587d-f943-4a80-98fe-d9dd6aeec022_phphhisze.mp4
b2d82e98-1962-4ef1-a47d-f38d11a2009d;Citroen_Astronaut_20 sec_16-9_MLC;20;51623940;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/b2d82e98-1962-4ef1-a47d-f38d11a2009d_citroen-astronaut-20-sec-16-9-mlc.mp4
d5f5fc1d-dd0f-49c6-8483-70c6568d6431;Citroen_Astronaut_20 sec_16-9_MLA;20;51638528;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/d5f5fc1d-dd0f-49c6-8483-70c6568d6431_citroen-astronaut-20-sec-16-9-mla-1.mp4
ed015f75-909e-46b2-b267-a50437d1b6ef;phpwR3YmB;42;51650548;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/ed015f75-909e-46b2-b267-a50437d1b6ef_phpwr3ymb.mp4
3608129b-4c9a-4513-8bac-237380ebc9e4;Citroen_Astronaut_20 sec_16-9_MLB;20;51653871;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/3608129b-4c9a-4513-8bac-237380ebc9e4_citroen-astronaut-20-sec-16-9-mlb.mp4
328f6d9d-e998-463d-a6dc-f7d954bf5098;phpn65juH;42;51659494;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/328f6d9d-e998-463d-a6dc-f7d954bf5098_phpn65juh.mp4
f15b0328-4061-40c6-a0cc-739dcd846f07;phpjFnyFE;42;51669469;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/f15b0328-4061-40c6-a0cc-739dcd846f07_phpjfnyfe.mp4
770d8bbc-d334-4d4c-80ea-33a01429c6c4;phpU1HS3d;42;51677308;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/770d8bbc-d334-4d4c-80ea-33a01429c6c4_phpu1hs3d.mp4
bdf7a690-d1bb-4c9b-ad9b-de4c94558674;phpQwTZVk;42;51680180;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/bdf7a690-d1bb-4c9b-ad9b-de4c94558674_phpqwtzvk.mp4
b9eacd05-f46c-4ef2-9f9f-1a108333c518;phpfzKp8K;42;51680311;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/b9eacd05-f46c-4ef2-9f9f-1a108333c518_phpfzkp8k.mp4
67d9ba97-6888-498e-8fd3-8c93fdd652d2;phpnZxVpF;42;51681307;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/67d9ba97-6888-498e-8fd3-8c93fdd652d2_phpnzxvpf.mp4
51dffd9b-b3de-4f15-8e15-c7220201239b;php1u5aEx;42;51683609;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/51dffd9b-b3de-4f15-8e15-c7220201239b_php1u5aex.mp4
541e52a1-8566-4b8c-8245-04ecceebc80a;ENG_MY_POWER_CLAUDINE_20s_16-9_SST_220110_M6_1920x1080;20;9634003;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-staging/541e52a1-8566-4b8c-8245-04ecceebc80a_eng-my-power-claudine-20s-16-9-sst-220110-m6-1920x1080.mp4
f8a264d9-5e83-4ccf-bb13-9c37b859cb1c;La Poste INH _ eÌchantillon;38;9744632;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/f8a264d9-5e83-4ccf-bb13-9c37b859cb1c_la-poste-inh-echantillon-3.mp4
62048a1f-345a-4f89-b879-0afe9b181ab4;PacoRabanne23_VideoTrueview_Programmatic_15_CRYSTAL_SUPERS_LOGO_16X9;15;9757938;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/62048a1f-345a-4f89-b879-0afe9b181ab4_pacorabanne23-videotrueview-programmatic-15-crystal-supers-logo-16x9.mp4
b96d86d9-6153-44cc-8ba6-644bdc635926;PacoRabanne23_VideoTrueview_Programmatic_15_DUSTIN_SUPERS_LOGO_16X9;15;9781936;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/b96d86d9-6153-44cc-8ba6-644bdc635926_pacorabanne23-videotrueview-programmatic-15-dustin-supers-logo-16x9.mp4
c60d161c-c2ce-4534-8281-7049a75e1095;ILLIKO_MENEZ_ENQUETE_WEB15_SKIP_BANDEAU15_VOL_1920x1080_15s_10Mo;15;9851772;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/c60d161c-c2ce-4534-8281-7049a75e1095_illiko-menez-enquete-web15-skip-bandeau15-vol-1920x1080-15s-10mo-1.mp4
e7d8b339-7431-4d03-ac80-7c4ca4fa0b8b;PacoRabanne23_VideoTrueview_Programmatic_15_AJYEL_SUPERS_LOGO_16X9;15;9861274;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/e7d8b339-7431-4d03-ac80-7c4ca4fa0b8b_pacorabanne23-videotrueview-programmatic-15-ajyel-supers-logo-16x9.mp4
c94378ad-5258-4f0d-8b7f-8bd9788fc713;patate-1280x720;46;9871743;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-staging/c94378ad-5258-4f0d-8b7f-8bd9788fc713_patate-1280x720.mp4
f111d085-8777-407b-89cb-14fc9b815c77;10s_35706_CAPRICE_DES_DIEUX_Mars22_10s;10;9888840;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/f111d085-8777-407b-89cb-14fc9b815c77_10s-35706-caprice-des-dieux-mars22-10s.mp4
