uuid;name;duration;size;video_quality;stream_link
f73013fe-de16-44b1-b1c8-89b60d280298;phpsXuzDX;22;26194505;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/f73013fe-de16-44b1-b1c8-89b60d280298_phpsxuzdx.mp4
1fb1530b-692d-444c-9c81-e73bf0ef6876;php9HlSoz;22;26194764;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/1fb1530b-692d-444c-9c81-e73bf0ef6876_php9hlsoz.mp4
56083f41-564a-497c-adc2-f1fcaf334283;phpe6f92d;22;26198654;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/56083f41-564a-497c-adc2-f1fcaf334283_phpe6f92d.mp4
158e2cac-3aff-4fba-a55c-751adf9d09f9;phpAKD6CN;22;26199285;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/158e2cac-3aff-4fba-a55c-751adf9d09f9_phpakd6cn.mp4
4b083a5b-6cfd-4793-aca9-f10418189721;phpmBbCjD;22;26208883;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/4b083a5b-6cfd-4793-aca9-f10418189721_phpmbbcjd.mp4
dffd0d9f-8125-4ae4-b185-413289d4567b;phpFtNVAd;22;26209655;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/dffd0d9f-8125-4ae4-b185-413289d4567b_phpftnvad.mp4
a428e82c-ac89-4e4f-b905-abbaeded1818;phpIe5PwU;22;26214884;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/a428e82c-ac89-4e4f-b905-abbaeded1818_phpie5pwu.mp4
2df676f9-83e1-4b63-afd2-820ba215ee99;php9m7yaS;22;26222183;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/2df676f9-83e1-4b63-afd2-820ba215ee99_php9m7yas.mp4
bdf6f909-6739-44b7-9531-54501f0f4869;phpMzfzyD;22;26231056;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/bdf6f909-6739-44b7-9531-54501f0f4869_phpmzfzyd.mp4
a1558bcd-1d2e-455c-9a78-a74f92a66d56;phpzrINvw;22;26286276;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/a1558bcd-1d2e-455c-9a78-a74f92a66d56_phpzrinvw.mp4
4621af48-2a24-4545-a1b6-cbe0b9703bbe;phpmuC3Ai;22;26298864;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/4621af48-2a24-4545-a1b6-cbe0b9703bbe_phpmuc3ai.mp4
1a39afbe-66e5-48bb-8639-fe6951063fb0;phpjenHVl;22;26299610;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/1a39afbe-66e5-48bb-8639-fe6951063fb0_phpjenhvl.mp4
6cdcd980-cde6-428e-8ad9-0ad7eac5c3f1;phpSDsAq6;22;26300571;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/6cdcd980-cde6-428e-8ad9-0ad7eac5c3f1_phpsdsaq6.mp4
b55c6835-d0cf-40cb-aa5b-4b546e0bf876;phpqC37UA;22;26300574;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/b55c6835-d0cf-40cb-aa5b-4b546e0bf876_phpqc37ua.mp4
57b1e298-e628-4b49-9b93-87d5319d017e;Bouygues_reseau_Photo 10s_VOL169_SKIP;10;26315418;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/57b1e298-e628-4b49-9b93-87d5319d017e_bouygues-reseau-photo-10s-vol169-skip-2.mp4
8cf6f918-485d-4f6e-92e7-298fdb9f169e;Bouygues_reseau_GPS_10s_VOL169_SKIP;10;26315424;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/8cf6f918-485d-4f6e-92e7-298fdb9f169e_bouygues-reseau-gps-10s-vol169-skip-2.mp4
7f6a8e8e-c877-48bb-804f-6acadc7b4a8e;Bouygues_reseau_LiveStream 10s_VOL169_SKIP;10;26315428;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/7f6a8e8e-c877-48bb-804f-6acadc7b4a8e_bouygues-reseau-livestream-10s-vol169-skip-2.mp4
90c875dd-90e9-415d-bb77-5b91a24c9205;Bouygues_reseau_Streaming 10s_VOL169_SKIP_1;10;26315434;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/90c875dd-90e9-415d-bb77-5b91a24c9205_bouygues-reseau-streaming-10s-vol169-skip-1-1.mp4
d1f9c5b0-2545-4690-bca7-750215f170a7;Bouygues_reseau_Facetime_10s_VOL169_SKIP;10;26331723;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/d1f9c5b0-2545-4690-bca7-750215f170a7_bouygues-reseau-facetime-10s-vol169-skip-2.mp4
5516a606-b16b-4629-9481-531b4b2b4dc8;VOL_FIXEcutdown_15s_169;15;26413254;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/5516a606-b16b-4629-9481-531b4b2b4dc8_vol-fixecutdown-15s-169.mp4
5974ef9e-b9ee-4c89-9a87-3f23a9d3a2f6;230803_ITM_PA_FRUIT_MASTER_1280x720_SST_30sec_VF_WEB_v001_1;30;26534810;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/5974ef9e-b9ee-4c89-9a87-3f23a9d3a2f6_230803-itm-pa-fruit-master-1280x720-sst-30sec-vf-web-v001-1.mp4
288b0246-7094-4599-9eda-58087110de31;VOL_Movers_demenagement_169_Skip_ST;15;26662662;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/288b0246-7094-4599-9eda-58087110de31_vol-movers-demenagement-169-skip-st.mp4
109bdd75-619c-4734-bc3e-b4b67e840643;Script 06 - Face Cam Femme sans tel;15;26747674;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/109bdd75-619c-4734-bc3e-b4b67e840643_script-06-face-cam-femme-sans-tel.mp4
1667ea83-c1ca-41ea-908b-f92ed4a2dc2e;Orange - Ep3 VF?;20;27170319;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/1667ea83-c1ca-41ea-908b-f92ed4a2dc2e_orange-ep3-vf.mp4
a58d5cc5-10a9-48b9-aa8e-fd3405aab0a7;230803_ITM_PA_MERLU_MASTER_1280x720_SST_30sec_VF_WEB_v001_1;30;27187950;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/a58d5cc5-10a9-48b9-aa8e-fd3405aab0a7_230803-itm-pa-merlu-master-1280x720-sst-30sec-vf-web-v001-1.mp4
35d66230-3e62-45c4-b007-212de058e92e;ITM_100J_FRUIT_film+packshot_1920x1080_ST_subFR_30s_v4_1;30;27307873;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/35d66230-3e62-45c4-b007-212de058e92e_itm-100j-fruit-film-packshot-1920x1080-st-subfr-30s-v4-1.mp4
fc26d3b3-d9cd-4dd3-81a8-3433587170cf;WEB_AESIO_MUTUALISME_22s;22;27327884;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/fc26d3b3-d9cd-4dd3-81a8-3433587170cf_web-aesio-mutualisme-22s.mp4
3187f782-f529-4d05-84ea-574b2a306855;phplHLRHt;25;27477481;1280x720;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/3187f782-f529-4d05-84ea-574b2a306855_phplhlrht.mp4
e275c5b0-0950-40d4-9a72-084b084ecd53;Eau du Soir_Film_15sec_Horizontal;15;27614442;1920x1080;https://storage.gra.cloud.ovh.net/v1/AUTH_cf288dd96a8a4bc5bbc0ba258e1b93b8/media-storage-prod/e275c5b0-0950-40d4-9a72-084b084ecd53_eau-du-soir-film-15sec-horizontal.mp4
